transaction_id,date,product_sku,product_category,quantity,unit_price,discount_pct,net_revenue,customer_id,region,state,channel,return_flag,stock_constrained,year,month,year_month,day_of_week,gross_revenue
TXN-0000028,2023-01-01,MALKIST-AMERICAN-STYLE-48PCS,Bakery & Biscuits,3,786.86,0.0328,2283.15,RET-05014,North,Punjab,offline,False,False,2023,1,2023-01,Sunday,2360.58
TXN-0000029,2023-01-01,SHAN-SPECIAL-BOMBAY-BIRYANI,Spice Mixes,1,1877.05,0.0423,1797.65,RET-05015,North,Delhi,offline,False,False,2023,1,2023-01,Sunday,1877.05
TXN-0000030,2023-01-01,MALKIST-CHEESE-25MRP-48PCS,Bakery & Biscuits,1,696.8,0.0638,652.34,RET-01477,North-East,Meghalaya,offline,False,False,2023,1,2023-01,Sunday,696.8
TXN-0000031,2023-01-01,DRINKO-250ML-LITCHI-COCONUT,Beverages,3,477.25,0.035,1381.64,RET-04873,North-East,Meghalaya,offline,False,False,2023,1,2023-01,Sunday,1431.75
TXN-0000032,2023-01-01,FAMILY-TOAST-200GM-28PCS,Bakery & Biscuits,15,522.2,0.002,7817.33,RET-00132,North,Delhi,offline,False,False,2023,1,2023-01,Sunday,7833.000000000001
TXN-0000033,2023-01-01,MALKIST-CHOCOLATE-45RS-48PCS,Bakery & Biscuits,1,923.94,0.0173,907.96,RET-05016,South,Tamil Nadu,online,False,False,2023,1,2023-01,Sunday,923.94
TXN-0000034,2023-01-01,POTATA-CREAM-ONION-75GM-48PCS,Bakery & Biscuits,3,583.89,0.0103,1733.63,RET-05017,North,Punjab,online,False,False,2023,1,2023-01,Sunday,1751.67
TXN-0000035,2023-01-01,ICE-POP-ASSORTED-50ML-28X12,Beverages,4,350.65,0.0281,1363.19,RET-05018,West,Gujarat,offline,False,False,2023,1,2023-01,Sunday,1402.6
TXN-0000036,2023-01-01,MR-NOODLES-60GM-KOREAN-SPICY-48PCS,Culinary,1,722.05,0.0017,720.82,RET-05019,North,Haryana,offline,False,False,2023,1,2023-01,Sunday,722.05
TXN-0000037,2023-01-01,POTATA-BISCUIT-12.5GM-144PCS,Bakery & Biscuits,1,369.43,0.0535,349.67,RET-05020,West,Maharashtra,offline,False,False,2023,1,2023-01,Sunday,369.43
TXN-0000038,2023-01-01,LITCHI-DRINK-150ML-72PCS,Beverages,2,396.58,0.0213,776.27,RET-04368,Central,Madhya Pradesh,offline,False,False,2023,1,2023-01,Sunday,793.16
TXN-0000039,2023-01-01,FROOTO-MANGO-500ML-24PCS,Beverages,2,698.04,0.0166,1372.91,RET-00667,South,Kerala,offline,False,False,2023,1,2023-01,Sunday,1396.08
TXN-0000040,2023-01-01,POTATA-BBQ-25GM-96PCS,Bakery & Biscuits,1,379.76,0.0083,376.61,RET-05021,South,Telangana,offline,False,False,2023,1,2023-01,Sunday,379.76
TXN-0000041,2023-01-01,FAMILY-TOAST-200GM-28PCS,Bakery & Biscuits,3,605.96,0.0042,1810.24,RET-02495,North,Delhi,offline,False,False,2023,1,2023-01,Sunday,1817.88
TXN-0000042,2023-01-01,LITCHI-DRINK-250ML-48PCS,Beverages,1,504.14,0.0341,486.95,RET-01994,North-East,Tripura,offline,False,False,2023,1,2023-01,Sunday,504.14
TXN-0000043,2023-01-01,MALKIST-CHEESE-45RS-48PCS,Bakery & Biscuits,2,1050.83,0.0063,2088.42,RET-05022,South,Andhra Pradesh,offline,False,False,2023,1,2023-01,Sunday,2101.66
TXN-0000044,2023-01-01,FAMILY-TOAST-200GM-28PCS,Bakery & Biscuits,3,542.27,0.0554,1536.68,RET-00585,North,Uttar Pradesh,offline,False,False,2023,1,2023-01,Sunday,1626.81
TXN-0000045,2023-01-01,SHAN-SINDHI-BIRYANI,Spice Mixes,6,2162.64,0.0216,12695.56,RET-05023,West,Gujarat,online,False,False,2023,1,2023-01,Sunday,12975.84
TXN-0000046,2023-01-01,PRAN-MANGO-FRUIT-500ML-24PCS,Beverages,3,825.76,0.034,2393.05,RET-02891,North,Haryana,offline,False,False,2023,1,2023-01,Sunday,2477.2799999999997
TXN-0000047,2023-01-01,SHAN-NIHARI,Spice Mixes,2,1886.59,0.0243,3681.49,RET-05024,West,Maharashtra,offline,False,False,2023,1,2023-01,Sunday,3773.18
TXN-0000048,2023-01-01,LITCHI-DRINK-250ML-48PCS,Beverages,1,601.32,0.0265,585.39,RET-05025,North,Punjab,offline,False,False,2023,1,2023-01,Sunday,601.32
TXN-0000049,2023-01-01,MAGIC-CUP-100PCS-9JARBOX,Confectionery,1,585.62,0.0209,573.38,RET-05026,West,Maharashtra,offline,False,False,2023,1,2023-01,Sunday,585.62
TXN-0000050,2023-01-01,ICE-POP-ASSORTED-50ML-28X12,Beverages,4,348.36,0.0459,1329.48,RET-00522,East,Bihar,offline,False,False,2023,1,2023-01,Sunday,1393.44
TXN-0000051,2023-01-01,SHAN-SINDHI-BIRYANI,Spice Mixes,3,1688.89,0.0009,5062.11,RET-05027,West,Maharashtra,offline,False,False,2023,1,2023-01,Sunday,5066.67
TXN-0000052,2023-01-01,MR-NOODLES-60GM-SUPER-SPICY-48PCS,Culinary,3,682.19,0.0177,2010.35,RET-01563,East,Bihar,offline,True,False,2023,1,2023-01,Sunday,2046.5700000000002
TXN-0000053,2023-01-01,KOPIKO-PKT-47MRP,Confectionery,1,510.93,0.0926,463.62,RET-04490,West,Maharashtra,offline,False,False,2023,1,2023-01,Sunday,510.93
TXN-0000054,2023-01-01,MR-NOODLES-50GM-CHICKEN-MASALA-60PCS,Culinary,3,581.29,0.0672,1626.68,RET-03768,West,Goa,offline,False,False,2023,1,2023-01,Sunday,1743.87
TXN-0000055,2023-01-01,LITCHI-DRINK-150ML-72PCS,Beverages,12,481.76,0.0274,5622.72,RET-00498,West,Gujarat,offline,False,False,2023,1,2023-01,Sunday,5781.12
TXN-0000056,2023-01-01,SHAN-GARAM-MASALA-115,Spice Mixes,1,1895.2,0.0487,1802.9,RET-05028,South,Tamil Nadu,online,False,False,2023,1,2023-01,Sunday,1895.2
TXN-0000057,2023-01-01,POTATA-BBQ-75GM-48PCS,Bakery & Biscuits,3,481.62,0.1041,1294.45,RET-05029,South,Karnataka,online,False,False,2023,1,2023-01,Sunday,1444.8600000000001
TXN-0000058,2023-01-01,CUP-NOODLES-40GM-CURRY-48PCS,Culinary,3,740.66,0.0143,2190.21,RET-05030,West,Goa,offline,False,False,2023,1,2023-01,Sunday,2221.98
TXN-0000059,2023-01-01,MALKIST-CHEESE-25MRP-48PCS,Bakery & Biscuits,2,604.38,0.0115,1194.86,RET-03663,West,Maharashtra,offline,False,False,2023,1,2023-01,Sunday,1208.76
TXN-0000060,2023-01-01,SHAN-SHAMI-KABAB,Spice Mixes,10,1830.58,0.0025,18260.04,RET-03597,West,Goa,online,False,False,2023,1,2023-01,Sunday,18305.8
TXN-0000061,2023-01-01,SHAN-SPECIAL-BOMBAY-BIRYANI,Spice Mixes,1,1881.55,0.0476,1791.99,RET-02069,South,Tamil Nadu,offline,False,False,2023,1,2023-01,Sunday,1881.55
TXN-0000062,2023-01-01,LITCHI-DRINK-150ML-72PCS,Beverages,46,510.38,0.0178,23059.58,RET-05031,South,Andhra Pradesh,online,False,False,2023,1,2023-01,Sunday,23477.48
TXN-0000063,2023-01-01,WONDER-KID-20GM-6JAR-12PCS,Confectionery,1,389.54,0.0167,383.03,RET-05032,North,Haryana,offline,False,False,2023,1,2023-01,Sunday,389.54
TXN-0000064,2023-01-01,FIT-CRACKERS-120GM-48PCS,Bakery & Biscuits,5,781.09,0.0106,3864.05,RET-05033,West,Rajasthan,offline,False,False,2023,1,2023-01,Sunday,3905.4500000000003
TXN-0000065,2023-01-01,POTATA-BISCUIT-12.5GM-144PCS,Bakery & Biscuits,3,349.04,0.0154,1030.99,RET-02315,North-East,Manipur,online,False,False,2023,1,2023-01,Sunday,1047.1200000000001
TXN-0000066,2023-01-01,SHAN-KARAHI-GOSHT,Spice Mixes,2,2192.2,0.0196,4298.47,RET-05034,West,Goa,offline,False,False,2023,1,2023-01,Sunday,4384.4
TXN-0000067,2023-01-01,MR-NOODLES-50GM-CHICKEN-MASALA-60PCS,Culinary,1,634.98,0.0751,587.29,RET-05035,East,Jharkhand,offline,False,False,2023,1,2023-01,Sunday,634.98
TXN-0000068,2023-01-01,DRINKO-330ML-STRAWBERRY,Beverages,3,478.95,0.0543,1358.83,RET-03900,North,Delhi,offline,False,False,2023,1,2023-01,Sunday,1436.85
TXN-0000069,2023-01-01,FAMILY-TOAST-200GM-28PCS,Bakery & Biscuits,2,566.53,0.014,1117.2,RET-05036,West,Rajasthan,offline,False,False,2023,1,2023-01,Sunday,1133.06
TXN-0000070,2023-01-01,MR-NOODLES-60GM-KOREAN-SPICY-48PCS,Culinary,5,613.22,0.0629,2873.24,RET-01304,South,Tamil Nadu,offline,False,False,2023,1,2023-01,Sunday,3066.1000000000004
TXN-0000071,2023-01-01,DRINKO-330ML-MANGO-COCONUT,Beverages,3,593.47,0.0141,1755.31,RET-05037,South,Kerala,online,False,False,2023,1,2023-01,Sunday,1780.41
TXN-0000072,2023-01-01,LITCHI-DRINK-150ML-72PCS,Beverages,1,424.53,0.0325,410.73,RET-05038,West,Goa,offline,False,False,2023,1,2023-01,Sunday,424.53
TXN-0000073,2023-01-01,CUP-NOODLES-40GM-CHICKEN-48PCS,Culinary,8,648.69,0.0173,5099.74,RET-03808,North,Punjab,online,False,False,2023,1,2023-01,Sunday,5189.52
TXN-0000074,2023-01-01,ICE-POP-ASSORTED-50ML-28X12,Beverages,6,372.21,0.0874,2038.07,RET-04263,North-East,Manipur,online,False,False,2023,1,2023-01,Sunday,2233.2599999999998
TXN-0000075,2023-01-01,ICE-POP-ASSORTED-50ML-28X12,Beverages,2,280.25,0.082,514.54,RET-05039,West,Goa,online,False,False,2023,1,2023-01,Sunday,560.5
TXN-0000076,2023-01-01,CUP-NOODLES-40GM-CURRY-48PCS,Culinary,7,697.73,0.0316,4729.77,RET-05040,North,Haryana,offline,False,False,2023,1,2023-01,Sunday,4884.110000000001
TXN-0000077,2023-01-01,LITCHI-DRINK-250ML-48PCS,Beverages,5,486.76,0.0274,2367.11,RET-05041,South,Telangana,offline,False,False,2023,1,2023-01,Sunday,2433.8
TXN-0000078,2023-01-01,MILK-KANDEEZ-3.5GM-6JAR,Confectionery,29,419.0,0.0042,12099.97,RET-05042,West,Rajasthan,offline,False,False,2023,1,2023-01,Sunday,12151.0
TXN-0000079,2023-01-01,FROOTO-MANGO-250ML-48PCS,Beverages,3,514.19,0.0255,1503.23,RET-02856,West,Gujarat,offline,False,False,2023,1,2023-01,Sunday,1542.5700000000002
TXN-0000080,2023-01-01,KOPIKO-100PCS-BAG,Confectionery,22,212.72,0.0041,4660.65,RET-05043,Central,Madhya Pradesh,offline,False,False,2023,1,2023-01,Sunday,4679.84
TXN-0000081,2023-01-01,SHAN-BIRYANI,Spice Mixes,3,1932.83,0.0361,5589.16,RET-05044,South,Karnataka,offline,False,False,2023,1,2023-01,Sunday,5798.49
TXN-0000082,2023-01-01,CHOCO-BEAN-PETJAR-FEDER-20X6,Confectionery,2,944.7,0.0407,1812.5,RET-00810,West,Goa,offline,False,False,2023,1,2023-01,Sunday,1889.4
TXN-0000083,2023-01-01,SHAN-NIHARI,Spice Mixes,24,1926.65,0.0287,44912.52,RET-01734,North,Punjab,offline,False,False,2023,1,2023-01,Sunday,46239.600000000006
TXN-0000084,2023-01-01,FAMILY-TOAST-200GM-28PCS,Bakery & Biscuits,3,483.98,0.0537,1373.97,RET-05045,East,West Bengal,offline,False,False,2023,1,2023-01,Sunday,1451.94
TXN-0000085,2023-01-01,SHAN-SPECIAL-BOMBAY-BIRYANI,Spice Mixes,5,1758.95,0.0039,8760.45,RET-02968,West,Goa,offline,False,False,2023,1,2023-01,Sunday,8794.75
TXN-0000086,2023-01-01,MR-NOODLES-60GM-KOREAN-SPICY-48PCS,Culinary,2,710.85,0.0913,1291.9,RET-05046,West,Maharashtra,offline,False,False,2023,1,2023-01,Sunday,1421.7
TXN-0000087,2023-01-01,KOPIKO-PKT-47MRP,Confectionery,3,399.73,0.01,1187.2,RET-00561,West,Gujarat,offline,False,False,2023,1,2023-01,Sunday,1199.19
TXN-0000088,2023-01-02,CHOKI-CHOKI-XL,Confectionery,23,271.19,0.067,5819.47,RET-01621,North-East,Manipur,offline,False,False,2023,1,2023-01,Monday,6237.37
TXN-0000089,2023-01-02,MALKIST-CHEESE-45RS-48PCS,Bakery & Biscuits,3,834.09,0.0061,2487.01,RET-05047,East,Odisha,offline,True,False,2023,1,2023-01,Monday,2502.27
TXN-0000090,2023-01-02,PRAN-MANGO-BASIL-250ML-24PCS,Beverages,34,503.8,0.0374,16488.57,RET-03259,West,Rajasthan,offline,False,False,2023,1,2023-01,Monday,17129.2
TXN-0000091,2023-01-02,MALKIST-CAPPUCCINO-45RS-48PCS,Bakery & Biscuits,40,1103.69,0.0336,42664.24,RET-05048,East,Odisha,online,False,False,2023,1,2023-01,Monday,44147.600000000006
TXN-0000092,2023-01-02,MR-NOODLES-60GM-KOREAN-SPICY-48PCS,Culinary,3,647.32,0.0004,1941.18,RET-05049,North,Uttar Pradesh,offline,False,False,2023,1,2023-01,Monday,1941.96
TXN-0000093,2023-01-02,CHOCOBEAN-TOFFEE-20GM,Confectionery,3,225.84,0.0149,667.42,RET-02904,North,Haryana,offline,False,False,2023,1,2023-01,Monday,677.52
TXN-0000094,2023-01-02,MAGIC-CUP-100PCS-9JARBOX,Confectionery,5,588.09,0.0029,2931.92,RET-00834,South,Andhra Pradesh,offline,False,False,2023,1,2023-01,Monday,2940.4500000000003
TXN-0000095,2023-01-02,CUP-NOODLES-40GM-CHICKEN-48PCS,Culinary,2,723.29,0.0223,1414.32,RET-05050,South,Karnataka,offline,False,False,2023,1,2023-01,Monday,1446.58
TXN-0000096,2023-01-02,SHAN-CHICKEN-TIKKA,Spice Mixes,22,2085.97,0.0499,43601.36,RET-03060,North,Delhi,online,False,False,2023,1,2023-01,Monday,45891.34
TXN-0000097,2023-01-02,CHOKI-CHOKI-XL,Confectionery,3,290.65,0.0308,845.09,RET-01179,East,West Bengal,offline,False,False,2023,1,2023-01,Monday,871.9499999999999
TXN-0000098,2023-01-02,PRAN-MANGO-FRUIT-500ML-24PCS,Beverages,2,760.44,0.0313,1473.28,RET-02147,South,Karnataka,offline,False,False,2023,1,2023-01,Monday,1520.88
TXN-0000099,2023-01-02,MR-NOODLES-50GM-CHICKEN-MASALA-60PCS,Culinary,2,592.29,0.0011,1183.28,RET-05051,North,Punjab,offline,False,False,2023,1,2023-01,Monday,1184.58
TXN-0000100,2023-01-02,PRAN-FAZLEE-MANGO-500ML-24PCS,Beverages,2,758.4,0.0026,1512.86,RET-02814,Central,Madhya Pradesh,offline,False,False,2023,1,2023-01,Monday,1516.8
TXN-0000101,2023-01-02,DRINKO-250ML-MANGO-COCONUT,Beverages,25,397.54,0.0409,9532.02,RET-05052,Central,Chhattisgarh,offline,False,False,2023,1,2023-01,Monday,9938.5
TXN-0000102,2023-01-02,LITCHI-DRINK-250ML-48PCS,Beverages,3,618.5,0.0037,1848.63,RET-01737,West,Maharashtra,offline,False,False,2023,1,2023-01,Monday,1855.5
TXN-0000103,2023-01-02,FAMILY-TOAST-200GM-28PCS,Bakery & Biscuits,8,572.5,0.0152,4510.38,RET-05053,East,Odisha,offline,False,False,2023,1,2023-01,Monday,4580.0
TXN-0000104,2023-01-02,MR-NOODLES-60GM-KOREAN-SPICY-48PCS,Culinary,6,581.06,0.0286,3386.65,RET-05054,West,Rajasthan,offline,False,False,2023,1,2023-01,Monday,3486.3599999999997
TXN-0000105,2023-01-02,POTATA-BISCUIT-25GM-96PCS,Bakery & Biscuits,43,368.1,0.0906,14394.26,RET-05055,West,Goa,offline,False,False,2023,1,2023-01,Monday,15828.300000000001
TXN-0000106,2023-01-02,CHOCOBEAN-TUBE-35GM-10X12,Confectionery,2,336.83,0.0093,667.39,RET-00505,South,Telangana,offline,False,False,2023,1,2023-01,Monday,673.66
TXN-0000107,2023-01-02,LITCHI-DRINK-250ML-48PCS,Beverages,5,514.23,0.0085,2549.3,RET-05056,North,Haryana,offline,False,False,2023,1,2023-01,Monday,2571.15
TXN-0000108,2023-01-02,DRINKO-250ML-MANGO-COCONUT,Beverages,4,398.76,0.0123,1575.42,RET-04881,East,West Bengal,offline,False,False,2023,1,2023-01,Monday,1595.04
TXN-0000109,2023-01-02,PRAN-MANGO-FRUIT-500ML-24PCS,Beverages,13,731.51,0.0194,9325.14,RET-05057,North,Uttar Pradesh,online,False,False,2023,1,2023-01,Monday,9509.63
TXN-0000110,2023-01-02,MR-NOODLES-60GM-KOREAN-SPICY-48PCS,Culinary,5,730.57,0.0189,3583.81,RET-05058,South,Karnataka,offline,False,False,2023,1,2023-01,Monday,3652.8500000000004
TXN-0000111,2023-01-02,ICE-POP-ASSORTED-50ML-28X12,Beverages,32,342.74,0.0218,10728.58,RET-05059,South,Telangana,offline,False,False,2023,1,2023-01,Monday,10967.68
TXN-0000112,2023-01-02,MALKIST-CHOCOLATE-25MRP-48PCS,Bakery & Biscuits,37,531.63,0.0098,19477.54,RET-05060,West,Rajasthan,offline,False,False,2023,1,2023-01,Monday,19670.31
TXN-0000113,2023-01-02,CHOCO-BEAN-PETJAR-DOGGY-20X6,Confectionery,2,769.83,0.026,1499.63,RET-05061,West,Goa,offline,False,False,2023,1,2023-01,Monday,1539.66
TXN-0000114,2023-01-02,DRINKO-250ML-MANGO-COCONUT,Beverages,2,410.65,0.0368,791.08,RET-05062,South,Karnataka,offline,False,False,2023,1,2023-01,Monday,821.3
TXN-0000115,2023-01-02,CHOKI-CHOKI-XL,Confectionery,1,379.11,0.0609,356.02,RET-05063,South,Tamil Nadu,offline,False,False,2023,1,2023-01,Monday,379.11
TXN-0000116,2023-01-02,MR-NOODLES-60GM-KOREAN-SPICY-48PCS,Culinary,3,696.09,0.0076,2072.4,RET-05064,South,Andhra Pradesh,offline,False,False,2023,1,2023-01,Monday,2088.27
TXN-0000117,2023-01-02,LITCHI-DRINK-250ML-48PCS,Beverages,41,609.52,0.0009,24967.83,RET-05065,South,Andhra Pradesh,offline,False,False,2023,1,2023-01,Monday,24990.32
TXN-0000118,2023-01-02,CUP-NOODLES-40GM-CURRY-48PCS,Culinary,4,833.4,0.0091,3303.26,RET-01932,South,Tamil Nadu,online,False,False,2023,1,2023-01,Monday,3333.6
TXN-0000119,2023-01-02,POTATA-BISCUIT-25GM-96PCS,Bakery & Biscuits,2,436.11,0.066,814.65,RET-02906,South,Telangana,offline,False,False,2023,1,2023-01,Monday,872.22
TXN-0000120,2023-01-02,CHOCO-BEAN-PETJAR-FEDER-20X6,Confectionery,1,754.29,0.0832,691.53,RET-00614,South,Karnataka,offline,False,False,2023,1,2023-01,Monday,754.29
TXN-0000121,2023-01-02,LOLLIPOP-8GM-ASSORTED-6JAR,Confectionery,2,504.15,0.0162,991.97,RET-05066,North,Delhi,online,False,False,2023,1,2023-01,Monday,1008.3
TXN-0000122,2023-01-02,WONDER-KID-20GM-6JAR-12PCS,Confectionery,3,301.08,0.037,869.82,RET-05067,North,Punjab,offline,False,False,2023,1,2023-01,Monday,903.24
TXN-0000123,2023-01-02,ICE-POP-ASSORTED-50ML-28X12,Beverages,4,339.19,0.0035,1352.01,RET-05068,West,Rajasthan,offline,False,False,2023,1,2023-01,Monday,1356.76
TXN-0000124,2023-01-02,LITCHI-DRINK-250ML-48PCS,Beverages,2,619.72,0.012,1224.57,RET-05069,South,Andhra Pradesh,offline,False,False,2023,1,2023-01,Monday,1239.44
TXN-0000125,2023-01-02,MALKIST-AMERICAN-STYLE-48PCS,Bakery & Biscuits,3,758.03,0.0211,2226.11,RET-05070,North-East,Meghalaya,offline,False,False,2023,1,2023-01,Monday,2274.09
TXN-0000126,2023-01-02,DRINKO-250ML-LITCHI-COCONUT,Beverages,1,393.67,0.0173,386.86,RET-05071,North-East,Assam,online,False,False,2023,1,2023-01,Monday,393.67
TXN-0000127,2023-01-02,ICE-POP-ASSORTED-50ML-28X12,Beverages,2,342.38,0.0174,672.85,RET-03262,North,Punjab,online,False,False,2023,1,2023-01,Monday,684.76
TXN-0000128,2023-01-02,PRAN-DRY-CAKE-100GM-24PCS,Bakery & Biscuits,5,491.2,0.037,2365.13,RET-03305,West,Gujarat,offline,False,False,2023,1,2023-01,Monday,2456.0
TXN-0000129,2023-01-02,SHAN-FRIED-FISH,Spice Mixes,5,1602.46,0.0607,7525.95,RET-05072,North,Haryana,offline,False,False,2023,1,2023-01,Monday,8012.3
TXN-0000130,2023-01-02,LITCHI-DRINK-150ML-72PCS,Beverages,2,432.21,0.0233,844.28,RET-05073,West,Rajasthan,online,False,False,2023,1,2023-01,Monday,864.42
TXN-0000131,2023-01-02,DRINKO-330ML-STRAWBERRY,Beverages,5,458.42,0.0517,2173.6,RET-04414,East,Odisha,offline,False,False,2023,1,2023-01,Monday,2292.1
TXN-0000132,2023-01-02,POTATA-BISCUIT-75GM-48PCS,Bakery & Biscuits,7,534.2,0.0069,3713.6,RET-05074,West,Gujarat,offline,False,False,2023,1,2023-01,Monday,3739.4000000000005
TXN-0000133,2023-01-02,CUP-NOODLES-40GM-CURRY-48PCS,Culinary,2,777.74,0.0314,1506.64,RET-00872,South,Tamil Nadu,offline,False,False,2023,1,2023-01,Monday,1555.48
TXN-0000134,2023-01-02,DRINKO-250ML-LITCHI-COCONUT,Beverages,3,410.63,0.0339,1190.13,RET-05075,North,Punjab,offline,False,False,2023,1,2023-01,Monday,1231.8899999999999
TXN-0000135,2023-01-02,PRAN-MANGO-FRUIT-500ML-24PCS,Beverages,12,840.96,0.0008,10083.45,RET-03272,Central,Chhattisgarh,offline,False,False,2023,1,2023-01,Monday,10091.52
TXN-0000136,2023-01-02,DRINKO-330ML-MANGO-COCONUT,Beverages,36,551.79,0.0045,19775.05,RET-02070,East,Bihar,offline,False,False,2023,1,2023-01,Monday,19864.44
TXN-0000137,2023-01-02,PUDDING-35GM-MANGO-9JAR,Confectionery,5,646.29,0.0551,3053.4,RET-03523,North,Punjab,offline,False,False,2023,1,2023-01,Monday,3231.45
